id,title,author,genre,publisher,year,author_set,author_set_name
21178,Beauty and the Beast,"Yuri Stanton, Deanne Olson LLD, Dave Dooley",Mystery,Athabasca University Press,1989,"('Dave Dooley', 'Deanne Olson LLD', 'Yuri Stanton')","Dave Dooley, Deanne Olson LLD, Yuri Stanton"
21088,Se7en,Ruby Schowalter,Suspense/Thriller,Candlewick Press,2017,"('Ruby Schowalter',)",Ruby Schowalter
21505,Noli Me Tangere,Maxwell MacGyver,Biography/Autobiography,E. P. Dutton,2023,"('Maxwell MacGyver',)",Maxwell MacGyver
21116,Call of Duty: World at War,"Hank Huel, Carma Mayer DC, Rev. Ben Nienow",Biography/Autobiography,Da Capo Press,1990,"('Carma Mayer DC', 'Hank Huel', 'Rev. Ben Nienow')","Carma Mayer DC, Hank Huel, Rev. Ben Nienow"
21559,The Great Dictator,Apolonia Gorczany,Mythology,Packt Publishing,2018,"('Apolonia Gorczany',)",Apolonia Gorczany
21230,The Sting,Hai O'Reilly Jr.,Essay,HMSO,1852,"(""Hai O'Reilly Jr."",)",Hai O'Reilly Jr.
21529,Mass Effect,Gonzalo Cremin III,Fantasy,Carlton Publishing Group,2021,"('Gonzalo Cremin III',)",Gonzalo Cremin III
21378,His Dark Materials,"Phil Mann, Amb. Beckie Macejkovic",Speech,"Farrar, Straus & Giroux",1993,"('Amb. Beckie Macejkovic', 'Phil Mann')","Amb. Beckie Macejkovic, Phil Mann"
20980,Back in Black,Prof. Bo Spinka,Biography/Autobiography,Kessinger Publishing,2026,"('Prof. Bo Spinka',)",Prof. Bo Spinka
21248,Pokémon Red,"Virgilio Bernier, Cristen Hessel DO",Comic/Graphic Novel,George Routledge & Sons,2009,"('Cristen Hessel DO', 'Virgilio Bernier')","Cristen Hessel DO, Virgilio Bernier"
21055,Dota 2,Marjory Crist,Fanfiction,University of Akron Press,2012,"('Marjory Crist',)",Marjory Crist
21334,Puyo Puyo Tetris,Malik Stoltenberg,Mythopoeia,Reed Publishing,1991,"('Malik Stoltenberg',)",Malik Stoltenberg
21490,Doom 3: BFG,Chun Shields,Textbook,Nauka,2021,"('Chun Shields',)",Chun Shields
21495,No Longer at Ease,Gerald Altenwerth IV,Horror,Harper & Row,2001,"('Gerald Altenwerth IV',)",Gerald Altenwerth IV
21018,Many Waters,Wilfred Bartell DVM,Comic/Graphic Novel,Virgin Publishing,2024,"('Wilfred Bartell DVM',)",Wilfred Bartell DVM
21165,Kirby's Epic Yarn,Thomas Collier,Classic,Atlantic Books,,"('Thomas Collier',)",Thomas Collier
21554,The Moving Finger,Rosalee Romaguera,Humor,Heyday Books,1873,"('Rosalee Romaguera',)",Rosalee Romaguera
20981,Terminator 2: Judgment Day,Breanne McCullough,Suspense/Thriller,Tarpaulin Sky Press,2016,"('Breanne McCullough',)",Breanne McCullough
21257,Call of Duty: Black Ops,Jose O'Kon IV,Fairy tale,Applewood Books,2008,"(""Jose O'Kon IV"",)",Jose O'Kon IV
21548,The Lord of the Rings: The Two Towers,Breanne McCullough,Classic,Felony & Mayhem Press,1978,"('Breanne McCullough',)",Breanne McCullough
21352,Call of Duty: World at War,"Hank Huel, Carma Mayer DC, Rev. Ben Nienow",Biography/Autobiography,Virgin Publishing,1992,"('Carma Mayer DC', 'Hank Huel', 'Rev. Ben Nienow')","Carma Mayer DC, Hank Huel, Rev. Ben Nienow"
21616,12 Angry Men,Son Schuster,Science fiction,Palgrave Macmillan,2008,"('Son Schuster',)",Son Schuster
21539,Endless Night,"Hershel Treutel, Miss Modesto Denesik, Sen. Trula Bosco",Fiction in verse,Elsevier,2008,"('Hershel Treutel', 'Miss Modesto Denesik', 'Sen. Trula Bosco')","Hershel Treutel, Miss Modesto Denesik, Sen. Trula Bosco"
20977,Alien,Terese Carter,Mystery,Eerdmans Publishing,1993,"('Terese Carter',)",Terese Carter
21000,Cover Her Face,Tony Schmeler,Mythology,Dalkey Archive Press,1980,"('Tony Schmeler',)",Tony Schmeler
21166,Oops!... I Did It Again,Kelle Lubowitz,Fanfiction,Andrews McMeel Publishing,1976,"('Kelle Lubowitz',)",Kelle Lubowitz
20996,Call of Duty: Modern Warfare 3,"The Hon. Aurelio Spinka, Wanita Bernier, Gustavo Larkin",Fairy tale,Carlton Books,2019,"('Gustavo Larkin', 'The Hon. Aurelio Spinka', 'Wanita Bernier')","Gustavo Larkin, The Hon. Aurelio Spinka, Wanita Bernier"
21449,1,Huey Smith Sr.,Western,Kensington Books,1990,"('Huey Smith Sr.',)",Huey Smith Sr.
21261,Command & Conquer: Tiberium Alliances,"Tifany Dickens, Mariella Zboncak DVM, Karan Abernathy",Historical fiction,Harper & Row,1979,"('Karan Abernathy', 'Mariella Zboncak DVM', 'Tifany Dickens')","Karan Abernathy, Mariella Zboncak DVM, Tifany Dickens"
20985,Wildfire at Midnight,"Yael Kunze, Ms. Bo Bergnaum",Suspense/Thriller,Library of America,2020,"('Ms. Bo Bergnaum', 'Yael Kunze')","Ms. Bo Bergnaum, Yael Kunze"
21137,Super Mario Odyssey,"Dante Kreiger, Levi Crona PhD",Legend,Oberon Books,1982,"('Dante Kreiger', 'Levi Crona PhD')","Dante Kreiger, Levi Crona PhD"
21363,Fear and Trembling,Sen. Robena Yost,Biography/Autobiography,Ace Books,1993,"('Sen. Robena Yost',)",Sen. Robena Yost
20957,Wii Sports Resort,Laveta Marks,Textbook,Schocken Books,2023,"('Laveta Marks',)",Laveta Marks
21448,Waiting for the Barbarians,"Gov. Numbers Sawayn, Phylicia Runolfsson",Western,Emerald Group Publishing,2013,"('Gov. Numbers Sawayn', 'Phylicia Runolfsson')","Gov. Numbers Sawayn, Phylicia Runolfsson"
21275,Just Cause 2,"Msgr. Kenna Dooley, Rep. Trenton Leuschke",Folklore,Velazquez Press,1892,"('Msgr. Kenna Dooley', 'Rep. Trenton Leuschke')","Msgr. Kenna Dooley, Rep. Trenton Leuschke"
21631,Shall not Perish,Yulanda McKenzie,Reference book,Parragon,1979,"('Yulanda McKenzie',)",Yulanda McKenzie
20959,Dungeon Keeper,Fr. Dallas Lebsack,Fantasy,Carcanet Press,1937,"('Fr. Dallas Lebsack',)",Fr. Dallas Lebsack
21070,Highway Blossoms,Elanor Treutel,Science fiction,Atheneum Books,1999,"('Elanor Treutel',)",Elanor Treutel
21110,The Last Temptation,Dr. Cora MacGyver,Realistic fiction,HarperCollins,2002,"('Dr. Cora MacGyver',)",Dr. Cora MacGyver
21581,The Green Mile,Lessie Torp,Western,Shire Books,2022,"('Lessie Torp',)",Lessie Torp
21297,Doom,"Jerry Goyette, Meredith Runte, Dwight Bartoletti",Reference book,Ian Allan Publishing,2006,"('Dwight Bartoletti', 'Jerry Goyette', 'Meredith Runte')","Dwight Bartoletti, Jerry Goyette, Meredith Runte"
21609,The Big Lebowski,"Levi Crona PhD, Dante Kreiger",Metafiction,Brill,2011,"('Dante Kreiger', 'Levi Crona PhD')","Dante Kreiger, Levi Crona PhD"
21340,Pokémon HeartGold,"Noreen Ebert, Karisa Lowe Sr., Arthur O'Keefe",Biography/Autobiography,Churchill Livingstone,1986,"(""Arthur O'Keefe"", 'Karisa Lowe Sr.', 'Noreen Ebert')","Arthur O'Keefe, Karisa Lowe Sr., Noreen Ebert"
21041,Some Like It Hot,Trey Satterfield,Mythopoeia,Ace Books,1978,"('Trey Satterfield',)",Trey Satterfield
21462,True Blue,Bobby Goldner,Classic,John Blake Publishing,2016,"('Bobby Goldner',)",Bobby Goldner
21374,Mario Kart 7,Ann Beier,Mythopoeia,D. Reidel,1909,"('Ann Beier',)",Ann Beier
21118,Judgment at Nuremberg,Sterling Herman,Textbook,DAW Books,2021,"('Sterling Herman',)",Sterling Herman
21587,Left 4 Dead,Brianna O'Conner,Fiction narrative,O'Reilly Media,2020,"(""Brianna O'Conner"",)",Brianna O'Conner
21058,BioShock,Burl Mayert,Fanfiction,O'Reilly Media,1848,"('Burl Mayert',)",Burl Mayert
20950,Halo 3,Msgr. Jame Auer,Realistic fiction,Anova Books,2005,"('Msgr. Jame Auer',)",Msgr. Jame Auer
21628,The Shawshank Redemption,The Hon. Mickey Lebsack,Essay,Nonesuch Press,1918,"('The Hon. Mickey Lebsack',)",The Hon. Mickey Lebsack
21511,Falling into You,Antonia Wiegand,Fiction narrative,Sidgwick & Jackson,1999,"('Antonia Wiegand',)",Antonia Wiegand
21370,Yoshi's Wooly World,Mitchell Kerluke,Metafiction,Verso Books,1997,"('Mitchell Kerluke',)",Mitchell Kerluke
21085,Infinite Jest,"Jose O'Kon IV, Malik Halvorson Esq., Man Jakubowski",Western,Horizon Scientific Press,1982,"(""Jose O'Kon IV"", 'Malik Halvorson Esq.', 'Man Jakubowski')","Jose O'Kon IV, Malik Halvorson Esq., Man Jakubowski"
21005,Dwarf Fortress,Kerry Marquardt VM,Historical fiction,Dalkey Archive Press,2009,"('Kerry Marquardt VM',)",Kerry Marquardt VM
21077,Pokémon Ruby,Marquis Rau PhD,Fable,Gay Men's Press,1981,"('Marquis Rau PhD',)",Marquis Rau PhD
21324,The Grapes of Wrath,Pam Schoen,Reference book,Atheneum Publishers,2026,"('Pam Schoen',)",Pam Schoen
21641,Jaws,Blake Kuphal,Metafiction,Happy House,1979,"('Blake Kuphal',)",Blake Kuphal
21006,The Matrix,Prof. Bo Spinka,Textbook,UCL Press,2005,"('Prof. Bo Spinka',)",Prof. Bo Spinka
21427,"If Not Now, When?",Julius Wunsch V,Metafiction,George Newnes,2003,"('Julius Wunsch V',)",Julius Wunsch V
21492,Edna O'Brien,Norman Jacobs III,Fanfiction,Boydell & Brewer,2024,"('Norman Jacobs III',)",Norman Jacobs III
21150,Mr Standfast,Julius Wunsch V,Classic,Hogarth Press,2000,"('Julius Wunsch V',)",Julius Wunsch V
21163,Citizen Kane,Angel Schneider,Metafiction,Koren Publishers Jerusalem,1840,"('Angel Schneider',)",Angel Schneider
20927,The Mermaids Singing,Kelle Lubowitz,Suspense/Thriller,,2014,"('Kelle Lubowitz',)",Kelle Lubowitz
21063,Fargo,"Bennett Ernser, Gerald Altenwerth IV",Crime/Detective,Athabasca University Press,1998,"('Bennett Ernser', 'Gerald Altenwerth IV')","Bennett Ernser, Gerald Altenwerth IV"
21234,Braveheart,Johanna Dietrich,Suspense/Thriller,Chatto and Windus,0,"('Johanna Dietrich',)",Johanna Dietrich
21021,Far From the Madding Crowd,Cecilia Stehr,Tall tale,Shuter & Shooter Publishers,1994,"('Cecilia Stehr',)",Cecilia Stehr
21185,Diablo II,Rep. Hilario Collins,Narrative nonfiction,Manor House Publishing,1877,"('Rep. Hilario Collins',)",Rep. Hilario Collins
21183,Time of our Darkness,Rev. Lura Jaskolski,Fiction in verse,Matthias Media,2023,"('Rev. Lura Jaskolski',)",Rev. Lura Jaskolski
21281,The Kid,Rep. Albert Stamm,Fable,Pecan Grove Press,1977,"('Rep. Albert Stamm',)",Rep. Albert Stamm
21553,Good Will Hunting,Antonia Wiegand,Mythopoeia,Athabasca University Press,1986,"('Antonia Wiegand',)",Antonia Wiegand
21010,Desperados III,The Hon. Jeffry Altenwerth,Narrative nonfiction,"Harry N. Abrams, Inc.",1985,"('The Hon. Jeffry Altenwerth',)",The Hon. Jeffry Altenwerth
20973,Minecraft,Joselyn Dietrich,Realistic fiction,Bloomsbury Publishing Plc,1987,"('Joselyn Dietrich',)",Joselyn Dietrich
21066,A Time to Kill,Raleigh Fay Sr.,Biography/Autobiography,Bloomsbury Publishing Plc,2022,"('Raleigh Fay Sr.',)",Raleigh Fay Sr.
20923,Little Hands Clapping,Cleveland Rice,Horror,University of Alaska Press,2005,"('Cleveland Rice',)",Cleveland Rice
21311,Stalker,"Frances Carter, Arthur O'Keefe I",Legend,"Farrar, Straus & Giroux",2014,"(""Arthur O'Keefe I"", 'Frances Carter')","Arthur O'Keefe I, Frances Carter"
21145,In Death Ground,Vito Deckow,Mythopoeia,Heyday Books,2003,"('Vito Deckow',)",Vito Deckow
21149,X&Y,Malik Stoltenberg,Textbook,Mark Batty Publisher,1989,"('Malik Stoltenberg',)",Malik Stoltenberg
21146,Pokémon Sapphire,Cornelia Balistreri DDS,Short story,Hogarth Press,1931,"('Cornelia Balistreri DDS',)",Cornelia Balistreri DDS
20967,Gold: Greatest Hits,Ardath Graham,Fantasy,Sidgwick & Jackson,2025,"('Ardath Graham',)",Ardath Graham
21076,Command & Conquer: Red Alert 2,Wilfred Bartell DVM,Essay,University of Minnesota Press,1976,"('Wilfred Bartell DVM',)",Wilfred Bartell DVM
21515,A Darkling Plain,Jaye Goyette,Biography/Autobiography,Harcourt Assessment,2010,"('Jaye Goyette',)",Jaye Goyette
21432,Françoise Sagan,Rep. Felicita Ortiz,Classic,Harlequin Enterprises Ltd,1995,"('Rep. Felicita Ortiz',)",Rep. Felicita Ortiz
20968,For a Breath I Tarry,Keli McClure LLD,Suspense/Thriller,Matthias Media,1971,"('Keli McClure LLD',)",Keli McClure LLD
20936,The Help,Jose O'Kon IV,Historical fiction,Atheneum Books,1873,"(""Jose O'Kon IV"",)",Jose O'Kon IV
21635,Spirited Away,Edwina O'Hara,Textbook,Basic Books,1999,"(""Edwina O'Hara"",)",Edwina O'Hara
21195,Sleep the Brave,"Malik Halvorson Esq., Man Jakubowski",Western,Da Capo Press,2015,"('Malik Halvorson Esq.', 'Man Jakubowski')","Malik Halvorson Esq., Man Jakubowski"
21377,Casablanca,Rep. Hilario Collins,Speech,Cengage Learning,1997,"('Rep. Hilario Collins',)",Rep. Hilario Collins
21369,Super Smash Bros. Brawl,Royal Abbott,Textbook,Mandrake Press,2026,"('Royal Abbott',)",Royal Abbott
21048,Where Angels Fear to Tread,Son Schuster,Legend,Atheneum Publishers,1994,"('Son Schuster',)",Son Schuster
21317,City of God,Julian Lind,Mythopoeia,Simon & Schuster,2011,"('Julian Lind',)",Julian Lind
21382,A Handful of Dust,Emery Berge,Fable,Scholastic Press,2026,"('Emery Berge',)",Emery Berge
21265,Modern Times,"Luigi Brekke, Keven Treutel, Ronald Simonis",Suspense/Thriller,Belknap Press,2018,"('Keven Treutel', 'Luigi Brekke', 'Ronald Simonis')","Keven Treutel, Luigi Brekke, Ronald Simonis"
21258,The Waste Land,Man Medhurst,Realistic fiction,Berkley Books,2021,"('Man Medhurst',)",Man Medhurst
21122,Call of Duty: Black Ops II,Gov. Len Considine,Short story,George Routledge & Sons,2002,"('Gov. Len Considine',)",Gov. Len Considine
21233,Nine Coaches Waiting,Brianna O'Conner,Humor,Matthias Media,1993,"(""Brianna O'Conner"",)",Brianna O'Conner
21316,Gone with the Wind,"Dante Kreiger, Levi Crona PhD",Mystery,Chronicle Books,2021,"('Dante Kreiger', 'Levi Crona PhD')","Dante Kreiger, Levi Crona PhD"
20983,WALL·E,Al Wunsch,Biography/Autobiography,David & Charles,1880,"('Al Wunsch',)",Al Wunsch
21431,Supernatural,Albert Konopelski,Humor,Zed Books,2024,"('Albert Konopelski',)",Albert Konopelski
21357,Of Mice and Men,Rep. Devon Gerhold,Fairy tale,,2006,"('Rep. Devon Gerhold',)",Rep. Devon Gerhold
20953,Mary and Max,"Cammie Friesen CPA, Stella Emmerich",Textbook,Firebrand Books,1987,"('Cammie Friesen CPA', 'Stella Emmerich')","Cammie Friesen CPA, Stella Emmerich"
21398,Pokémon Yellow,"Thurman Borer JD, Lissa Terry",Comic/Graphic Novel,Apress,1988,"('Lissa Terry', 'Thurman Borer JD')","Lissa Terry, Thurman Borer JD"
21347,"The Good, the Bad and the Ugly","Tamatha Treutel DO, Alvin Schmitt, Antoine Dach",Fairy tale,Ignatius Press,2016,"('Alvin Schmitt', 'Antoine Dach', 'Tamatha Treutel DO')","Alvin Schmitt, Antoine Dach, Tamatha Treutel DO"
21104,Super Mario Galaxy 2,Bobby Goldner,Fairy tale,Chronicle Books,1977,"('Bobby Goldner',)",Bobby Goldner
21207,Taming a Sea Horse,The Hon. Clement Considine,Comic/Graphic Novel,Bellevue Literary Press,2003,"('The Hon. Clement Considine',)",The Hon. Clement Considine
20991,Songs About Jane,Paulette Marquardt MD,Textbook,Eel Pie Publishing,1923,"('Paulette Marquardt MD',)",Paulette Marquardt MD
21516,Great Work of Time,Charley Wehner IV,Historical fiction,,2011,"('Charley Wehner IV',)",Charley Wehner IV
21346,The Bridge on the River Kwai,Dudley Barton,Mystery,Berkley Books,2000,"('Dudley Barton',)",Dudley Barton
21555,Inglourious Basterds,Harris Trantow,Essay,Harcourt Trade Publishers,1997,"('Harris Trantow',)",Harris Trantow
21068,Brothers in Arms,Man Medhurst,Speech,E. P. Dutton,1987,"('Man Medhurst',)",Man Medhurst
21209,An Acceptable Time,Leandro Hyatt,Essay,Harper & Row,1999,"('Leandro Hyatt',)",Leandro Hyatt
21061,Pokémon Sword,Margot Kassulke,Mystery,Indiana University Press,2013,"('Margot Kassulke',)",Margot Kassulke
20990,Taxi Driver,Charley Wehner IV,Fiction in verse,McGraw-Hill Education,1986,"('Charley Wehner IV',)",Charley Wehner IV
21545,I Dreamed a Dream,Carlos Mann DVM,Fiction narrative,Black Sparrow Books,1984,"('Carlos Mann DVM',)",Carlos Mann DVM
21278,Katamari Damacy,"Maxwell MacGyver, Breanne McCullough",Metafiction,Pecan Grove Press,1984,"('Breanne McCullough', 'Maxwell MacGyver')","Breanne McCullough, Maxwell MacGyver"
21506,Moab Is My Washpot,Bradley Bruen II,Biography/Autobiography,NavPress,1851,"('Bradley Bruen II',)",Bradley Bruen II
21444,The Yellow Meads of Asphodel,"Tamatha Treutel DO, Alvin Schmitt, Antoine Dach",Science fiction,Seagull Books,1998,"('Alvin Schmitt', 'Antoine Dach', 'Tamatha Treutel DO')","Alvin Schmitt, Antoine Dach, Tamatha Treutel DO"
21232,An Evil Cradling,Al Wunsch,Fable,Shire Books,2015,"('Al Wunsch',)",Al Wunsch
21079,Whitney,Rev. Lura Jaskolski,Science fiction,Verso Books,1986,"('Rev. Lura Jaskolski',)",Rev. Lura Jaskolski
21613,To a God Unknown,"Anibal Ledner, Elenor Walsh, Myrtle Bednar",Essay,Harper & Brothers,2019,"('Anibal Ledner', 'Elenor Walsh', 'Myrtle Bednar')","Anibal Ledner, Elenor Walsh, Myrtle Bednar"
21476,Command & Conquer 4: Tiberian Twilight,Mr. Faustino Gerhold,Speech,Felony & Mayhem Press,2023,"('Mr. Faustino Gerhold',)",Mr. Faustino Gerhold
21131,Nevermind,"Cleveland Rice, Wilfred Bartell DVM",Comic/Graphic Novel,Ace Books,2011,"('Cleveland Rice', 'Wilfred Bartell DVM')","Cleveland Rice, Wilfred Bartell DVM"
21404,Abbey Road,Kristofer Hermann,Biography/Autobiography,Salt Publishing,2013,"('Kristofer Hermann',)",Kristofer Hermann
21280,Super Smash Bros. Melee,Miss Christa Corwin,Mythology,D. Reidel,2017,"('Miss Christa Corwin',)",Miss Christa Corwin
20942,Super Mario Bros. 2,Raleigh Fay Sr.,Science fiction,George Routledge & Sons,1897,"('Raleigh Fay Sr.',)",Raleigh Fay Sr.
21474,Pokémon Black,"Jeffrey Will, Joselyn Dietrich",Essay,Hodder Headline,1976,"('Jeffrey Will', 'Joselyn Dietrich')","Jeffrey Will, Joselyn Dietrich"
20986,3 Idiots,"Brianna O'Conner, Wilson Beahan",Crime/Detective,Black Dog Publishing,2014,"(""Brianna O'Conner"", 'Wilson Beahan')","Brianna O'Conner, Wilson Beahan"
21003,Vertigo,Fredrick Ebert,Western,Gaspereau Press,2005,"('Fredrick Ebert',)",Fredrick Ebert
20999,Blade Runner,Harris Trantow,Classic,Parragon,1989,"('Harris Trantow',)",Harris Trantow
21091,Sholay,"Robbie Luettgen, Gene Beahan, Estelle Altenwerth",Realistic fiction,Burns & Oates,2010,"('Estelle Altenwerth', 'Gene Beahan', 'Robbie Luettgen')","Estelle Altenwerth, Gene Beahan, Robbie Luettgen"
20958,Ice Climbers,Yulanda McKenzie,Comic/Graphic Novel,Manning Publications,1991,"('Yulanda McKenzie',)",Yulanda McKenzie
21148,Antic Hay,Josiah Watsica,Horror,Ziff Davis Media,1983,"('Josiah Watsica',)",Josiah Watsica
21570,The House of Mirth,"Wilfred Bartell DVM, Rep. Albert Stamm",Horror,Sams Publishing,1974,"('Rep. Albert Stamm', 'Wilfred Bartell DVM')","Rep. Albert Stamm, Wilfred Bartell DVM"
21365,Cross Road,"Noma Kris VM, Tony Schmeler",Fiction narrative,NavPress,2008,"('Noma Kris VM', 'Tony Schmeler')","Noma Kris VM, Tony Schmeler"
21301,By Grand Central Station I Sat Down and Wept,Edwina O'Hara,Suspense/Thriller,Tammi,2008,"(""Edwina O'Hara"",)",Edwina O'Hara
21632,Cinema Paradiso,Odis Quigley,Fiction in verse,Golden Cockerel Press,2005,"('Odis Quigley',)",Odis Quigley
21622,Pokémon Ultra Sun,Amb. Beckie Macejkovic,Metafiction,ECW Press,2002,"('Amb. Beckie Macejkovic',)",Amb. Beckie Macejkovic
21339,Half-Life: Opposing Force,Cornelia Balistreri DDS,Folklore,Churchill Livingstone,2003,"('Cornelia Balistreri DDS',)",Cornelia Balistreri DDS
21534,The Golden Bowl,"Solomon Roob, Leda Raynor JD",Short story,Horizon Scientific Press,1985,"('Leda Raynor JD', 'Solomon Roob')","Leda Raynor JD, Solomon Roob"
21573,Riot!,Jaimie Skiles,Short story,,2026,"('Jaimie Skiles',)",Jaimie Skiles
21084,East of Eden,Brianna O'Conner,Comic/Graphic Novel,Athabasca University Press,2000,"(""Brianna O'Conner"",)",Brianna O'Conner
21170,Max Payne 2: The Fall of Max Payne,Cecilia Stehr,Essay,Charles Scribner's Sons,1933,"('Cecilia Stehr',)",Cecilia Stehr
21593,Transistor,Miss Elmo Walsh,Short story,University of Michigan Press,1988,"('Miss Elmo Walsh',)",Miss Elmo Walsh
21477,Music Box,Celeste Cormier PhD,Mythology,Black Sparrow Books,1987,"('Celeste Cormier PhD',)",Celeste Cormier PhD
20994,Pokémon Y,Tai Berge,Horror,Zed Books,2011,"('Tai Berge',)",Tai Berge
21508,Halo 5: Guardians,Mrs. Leia Reilly,Fairy tale,UCL Press,2010,"('Mrs. Leia Reilly',)",Mrs. Leia Reilly
20962,Groundhog Day,Raleigh Fay Sr.,Mythology,Harvard University Press,1988,"('Raleigh Fay Sr.',)",Raleigh Fay Sr.
21376,No Jacket Required,"Tamatha Treutel DO, Alvin Schmitt, Antoine Dach",Folklore,New Holland Publishers,2009,"('Alvin Schmitt', 'Antoine Dach', 'Tamatha Treutel DO')","Alvin Schmitt, Antoine Dach, Tamatha Treutel DO"
21135,A Scanner Darkly,"Robbie Luettgen, Estelle Altenwerth, Gene Beahan",Mythopoeia,Liberty Fund,2004,"('Estelle Altenwerth', 'Gene Beahan', 'Robbie Luettgen')","Estelle Altenwerth, Gene Beahan, Robbie Luettgen"
21231,The Shining,Fr. Dallas Lebsack,Crime/Detective,Anova Books,1985,"('Fr. Dallas Lebsack',)",Fr. Dallas Lebsack
21407,Touch of Evil,Fidel Hettinger,Suspense/Thriller,Paulist Press,1949,"('Fidel Hettinger',)",Fidel Hettinger
21653,Everything is Illuminated,Vito Deckow,Fairy tale,Tammi,2014,"('Vito Deckow',)",Vito Deckow
21341,Star Wars: Episode IV – A New Hope,"Sen. Trula Bosco, Hershel Treutel, Miss Modesto Denesik",Legend,Dalkey Archive Press,1990,"('Hershel Treutel', 'Miss Modesto Denesik', 'Sen. Trula Bosco')","Hershel Treutel, Miss Modesto Denesik, Sen. Trula Bosco"
21514,Metropolis,Virgilio Bernier,Tall tale,,1980,"('Virgilio Bernier',)",Virgilio Bernier
21306,The Godfather: Part II,Hyman Hegmann JD,Historical fiction,-,1991,"('Hyman Hegmann JD',)",Hyman Hegmann JD
21224,Vampire: The Masquerade – Bloodlines,"Rev. Iluminada Wolff, Florentino Jacobson",Tall tale,Burns & Oates,1981,"('Florentino Jacobson', 'Rev. Iluminada Wolff')","Florentino Jacobson, Rev. Iluminada Wolff"
21272,City Lights,Ruby Schowalter,Fairy tale,Ballantine Books,2003,"('Ruby Schowalter',)",Ruby Schowalter
21059,The Bodyguard,Bobby Goldner,Metafiction,Berkley Books,1965,"('Bobby Goldner',)",Bobby Goldner
21614,L.A. Noire,Cecilia Stehr,Essay,Carnegie Mellon University Press,2019,"('Cecilia Stehr',)",Cecilia Stehr
21371,Desperados 2: Cooper's Revenge,Jonah Strosin,Western,Ziff Davis Media,1945,"('Jonah Strosin',)",Jonah Strosin
21001,Millennium,"Adrian Stroman PhD, Marco Cormier, Morton Goodwin I",Mystery,Hogarth Press,1994,"('Adrian Stroman PhD', 'Marco Cormier', 'Morton Goodwin I')","Adrian Stroman PhD, Marco Cormier, Morton Goodwin I"
21480,Unforgiven,"Frances Carter, Arthur O'Keefe I",Legend,G-Unit Books,2004,"(""Arthur O'Keefe I"", 'Frances Carter')","Arthur O'Keefe I, Frances Carter"
21060,Unplugged,Mrs. Leia Reilly,Suspense/Thriller,Casemate Publishers,2005,"('Mrs. Leia Reilly',)",Mrs. Leia Reilly
21215,Dishonored,Fred Tillman,Legend,Carlton Publishing Group,2005,"('Fred Tillman',)",Fred Tillman
21354,The Gold Rush,Millard Wuckert,Fantasy,Charles Scribner's Sons,1979,"('Millard Wuckert',)",Millard Wuckert
21452,Lilies of the Field,"Dante Goodwin, Kareen Fadel DO, Rafael Schinner",Classic,Manning Publications,2023,"('Dante Goodwin', 'Kareen Fadel DO', 'Rafael Schinner')","Dante Goodwin, Kareen Fadel DO, Rafael Schinner"
20940,Paths of Glory,"Inga Hansen, Talitha Windler",Reference book,Viking Press,1986,"('Inga Hansen', 'Talitha Windler')","Inga Hansen, Talitha Windler"
