id,title,author,genre,publisher,year,author_set,author_set_name
18920,Stalker,Travis Moore,Folklore,Tarpaulin Sky Press,1990,"('Travis Moore',)",Travis Moore
18839,Scarface,Jane Wiegand,Folklore,Carlton Books,2021,"('Jane Wiegand',)",Jane Wiegand
19427,Command & Conquer: Generals,"Denisha Cassin, Del Kautzer, Garfield Blick, Olin Windler",Narrative nonfiction,Seagull Books,1984,"('Del Kautzer', 'Denisha Cassin', 'Garfield Blick', 'Olin Windler')","Del Kautzer, Denisha Cassin, Garfield Blick, Olin Windler"
19515,The Departed,Patience Kautzer,Fiction narrative,Heyday Books,2007,"('Patience Kautzer',)",Patience Kautzer
19323,Left 4 Dead 2,"Darnell Lakin, Tandra Ebert",Science fiction,University of Nebraska Press,1980,"('Darnell Lakin', 'Tandra Ebert')","Darnell Lakin, Tandra Ebert"
19213,Touch of Evil,Asa Rogahn,Classic,Matthias Media,1905,"('Asa Rogahn',)",Asa Rogahn
19562,Gran Torino,"Sam Langosh, Charlie Labadie LLD",Legend,Tachyon Publications,1983,"('Charlie Labadie LLD', 'Sam Langosh')","Charlie Labadie LLD, Sam Langosh"
19200,"Alone on a Wide, Wide Sea",Darwin Goodwin,Horror,Cengage Learning,2018,"('Darwin Goodwin',)",Darwin Goodwin
19241,Clannad,"Lynn Leffler, Brady Mante",Speech,Simon & Schuster,2007,"('Brady Mante', 'Lynn Leffler')","Brady Mante, Lynn Leffler"
19353,A Clockwork Orange,Fr. Kacy Reilly,Fiction in verse,UCL Press,2006,"('Fr. Kacy Reilly',)",Fr. Kacy Reilly
19184,All We Know Is Falling,Pres. Doug Donnelly,Textbook,Churchill Livingstone,1923,"('Pres. Doug Donnelly',)",Pres. Doug Donnelly
18911,Jurassic Park,"Burl West, Lynna Kub, Merlin Nikolaus",Crime/Detective,Target Books,2005,"('Burl West', 'Lynna Kub', 'Merlin Nikolaus')","Burl West, Lynna Kub, Merlin Nikolaus"
18937,Call of Duty: Black Ops II,Leopoldo Rogahn,Classic,City Lights Publishers,2001,"('Leopoldo Rogahn',)",Leopoldo Rogahn
19117,Double Indemnity,"Gov. Lovella Grimes, Boyd Schamberger",Mystery,Blue Ribbon Books,2026,"('Boyd Schamberger', 'Gov. Lovella Grimes')","Boyd Schamberger, Gov. Lovella Grimes"
19249,Tirra Lirra by the River,Lynwood Rau,Fiction in verse,Allen Ltd,2018,"('Lynwood Rau',)",Lynwood Rau
19115,Songs About Jane,Miss Yong Wyman,Biography/Autobiography,Caister Academic Press,2009,"('Miss Yong Wyman',)",Miss Yong Wyman
19259,The Apartment,Myung Boehm,Mythopoeia,Applewood Books,2007,"('Myung Boehm',)",Myung Boehm
19063,Prisoners,"Denisha Cassin, Garfield Blick, Olin Windler",Mythopoeia,Harvard University Press,1990,"('Denisha Cassin', 'Garfield Blick', 'Olin Windler')","Denisha Cassin, Garfield Blick, Olin Windler"
18980,Pokémon Blue,Arlinda Huel,Tall tale,Book Works,1845,"('Arlinda Huel',)",Arlinda Huel
18996,The Mirror Crack'd from Side to Side,Mr. Keenan Frami,Mystery,Haynes Manuals,1980,"('Mr. Keenan Frami',)",Mr. Keenan Frami
19541,The Golden Bowl,Laverne Lemke,Folklore,Legend Books,1979,"('Laverne Lemke',)",Laverne Lemke
19587,Pokémon Red,"Denisha Cassin, Garfield Blick, Olin Windler",Folklore,"Harry N. Abrams, Inc.",1988,"('Denisha Cassin', 'Garfield Blick', 'Olin Windler')","Denisha Cassin, Garfield Blick, Olin Windler"
18921,Halo 2,"Pres. Thanh Harber, Elliot Gerhold, Bette Berge Jr.",Fairy tale,Zondervan,1979,"('Bette Berge Jr.', 'Elliot Gerhold', 'Pres. Thanh Harber')","Bette Berge Jr., Elliot Gerhold, Pres. Thanh Harber"
19327,God of War,Doyle Hahn II,Fiction narrative,Harvard University Press,1834,"('Doyle Hahn II',)",Doyle Hahn II
19142,A Time of Gifts,"Fran Ritchie, Rebecca Torp",Crime/Detective,Carlton Books,1982,"('Fran Ritchie', 'Rebecca Torp')","Fran Ritchie, Rebecca Torp"
19325,Arms and the Man,"Collette Zieme Esq., Leone Ondricka IV",Humor,Borgo Press,2001,"('Collette Zieme Esq.', 'Leone Ondricka IV')","Collette Zieme Esq., Leone Ondricka IV"
19044,I Know Why the Caged Bird Sings,Nichole Wiza,Crime/Detective,Bison Books,2005,"('Nichole Wiza',)",Nichole Wiza
19379,Half-Life 2: Episode Two,Delma Crooks,Mythopoeia,Jaico Publishing House,2015,"('Delma Crooks',)",Delma Crooks
19003,The Wizard of Oz,"Wilhemina Wehner DC, Augustina Conn",Folklore,NavPress,2019,"('Augustina Conn', 'Wilhemina Wehner DC')","Augustina Conn, Wilhemina Wehner DC"
18993,Bayonetta,"Erick Dooley I, Morton Medhurst, Maynard Bartoletti Ret.",Short story,"Harry N. Abrams, Inc.",2002,"('Erick Dooley I', 'Maynard Bartoletti Ret.', 'Morton Medhurst')","Erick Dooley I, Maynard Bartoletti Ret., Morton Medhurst"
19156,Mass Effect 2,"Caroline Mayer, Everett Heller, Jayme Senger, Camelia Huels",Tall tale,Libertas Academica,2013,"('Camelia Huels', 'Caroline Mayer', 'Everett Heller', 'Jayme Senger')","Camelia Huels, Caroline Mayer, Everett Heller, Jayme Senger"
19380,Donnie Darko,Chet Runolfsdottir,Mythology,Voyager Books,2008,"('Chet Runolfsdottir',)",Chet Runolfsdottir
19274,The General,"Iliana Nicolas, Rev. Justin MacGyver, Jim Renner, Zelma Rempel, Jerold Armstrong JD, Rev. Susanna Christiansen",Realistic fiction,Horizon Scientific Press,2000,"('Iliana Nicolas', 'Jerold Armstrong JD', 'Jim Renner', 'Rev. Justin MacGyver', 'Rev. Susanna Christiansen', 'Zelma Rempel')","Iliana Nicolas, Jerold Armstrong JD, Jim Renner, Rev. Justin MacGyver, Rev. Susanna Christiansen, Zelma Rempel"
19535,Metroid Prime 3: Corruption,"Kaci Skiles, Johnnie Hoeger, Tessa Pfeffer DC",Short story,BBC Books,2006,"('Johnnie Hoeger', 'Kaci Skiles', 'Tessa Pfeffer DC')","Johnnie Hoeger, Kaci Skiles, Tessa Pfeffer DC"
19164,Supernatural,Jesus Thompson,Historical fiction,Mandrake Press,2014,"('Jesus Thompson',)",Jesus Thompson
18981,Fire Emblem Awakening,Raul Roob III,Short story,Harlequin Enterprises Ltd,2001,"('Raul Roob III',)",Raul Roob III
19456,Hands All Over,Clarence Gulgowski,Folklore,Shoemaker & Hoard Publishers,2004,"('Clarence Gulgowski',)",Clarence Gulgowski
18860,Call of Duty: Black Ops 4,Maxwell Bogan Jr.,Suspense/Thriller,Candlewick Press,1999,"('Maxwell Bogan Jr.',)",Maxwell Bogan Jr.
19526,Fear and Trembling,Rosaura West,Science fiction,Eel Pie Publishing,1911,"('Rosaura West',)",Rosaura West
19153,The Far-Distant Oxus,Hyacinth Shields IV,Essay,George Routledge & Sons,2002,"('Hyacinth Shields IV',)",Hyacinth Shields IV
19539,Heat,Stasia Hoppe,Fantasy,Edupedia Publications,2014,"('Stasia Hoppe',)",Stasia Hoppe
19018,In a Dry Season,"Msgr. Rory Kirlin, Thurman Bruen",Mythology,HarperCollins,2002,"('Msgr. Rory Kirlin', 'Thurman Bruen')","Msgr. Rory Kirlin, Thurman Bruen"
18934,Hitman: Absolution,Lynn Runte,Suspense/Thriller,Kensington Books,2013,"('Lynn Runte',)",Lynn Runte
19253,Slippery When Wet,Asa Rogahn,Tall tale,Lethe Press,1993,"('Asa Rogahn',)",Asa Rogahn
19496,Wii Music,Asa Rogahn,Horror,HarperPrism,2008,"('Asa Rogahn',)",Asa Rogahn
18875,When the Green Woods Laugh,Prof. Jason Breitenberg,Narrative nonfiction,Book League of America,2010,"('Prof. Jason Breitenberg',)",Prof. Jason Breitenberg
19384,Sleeping Dogs,"Alex Ledner, Tyson Treutel, Numbers Howell DDS",Fable,Haynes Manuals,2005,"('Alex Ledner', 'Numbers Howell DDS', 'Tyson Treutel')","Alex Ledner, Numbers Howell DDS, Tyson Treutel"
19209,Finding Nemo,Pres. Mathilda Lebsack,Horror,Anvil Press Poetry,2018,"('Pres. Mathilda Lebsack',)",Pres. Mathilda Lebsack
18912,Whiplash,Antoine Mosciski,Legend,Library of America,2011,"('Antoine Mosciski',)",Antoine Mosciski
18959,Lawrence of Arabia,"Tod Kris, Jenni Kautzer",Realistic fiction,Hodder Headline,2005,"('Jenni Kautzer', 'Tod Kris')","Jenni Kautzer, Tod Kris"
18990,Recalled to Life,Samara Cassin,Fiction narrative,Peace Hill Press,1976,"('Samara Cassin',)",Samara Cassin
19445,Pokémon Black 2,Kari Wiegand,Fable,Focal Press,2003,"('Kari Wiegand',)",Kari Wiegand
19268,Vertigo,Pinkie Kutch,Horror,Blackie and Son Limited,1967,"('Pinkie Kutch',)",Pinkie Kutch
19112,Braveheart,Roberta Swift,Realistic fiction,Belknap Press,1985,"('Roberta Swift',)",Roberta Swift
19000,Little Hands Clapping,Alina Oberbrunner,Realistic fiction,Kogan Page,2015,"('Alina Oberbrunner',)",Alina Oberbrunner
19255,Persona,"Fr. Shirley Jones, Rosaura West",Folklore,University of Chicago Press,1979,"('Fr. Shirley Jones', 'Rosaura West')","Fr. Shirley Jones, Rosaura West"
19004,BioShock,"Eleanor Stark, Reynalda Conn, Sung Lindgren",Fiction narrative,University of Michigan Press,1839,"('Eleanor Stark', 'Reynalda Conn', 'Sung Lindgren')","Eleanor Stark, Reynalda Conn, Sung Lindgren"
19124,Fight Club,Prof. Jeff Batz,Science fiction,T & T Clark,1981,"('Prof. Jeff Batz',)",Prof. Jeff Batz
18898,Whitney Houston,"Maynard Bartoletti Ret., Erick Dooley I, Morton Medhurst",Fantasy,T & T Clark,2002,"('Erick Dooley I', 'Maynard Bartoletti Ret.', 'Morton Medhurst')","Erick Dooley I, Maynard Bartoletti Ret., Morton Medhurst"
18908,Vertigo,Pinkie Kutch,Horror,Mandrake Press,1982,"('Pinkie Kutch',)",Pinkie Kutch
19387,The Sign,"Andre Ebert, Sen. Andera Beer",Fairy tale,Applewood Books,1995,"('Andre Ebert', 'Sen. Andera Beer')","Andre Ebert, Sen. Andera Beer"
18876,For Whom the Bell Tolls,Stephan Cassin,Mythology,Blackstaff Press,1995,"('Stephan Cassin',)",Stephan Cassin
18861,Kirby's Adventure,"Ursula O'Connell, Terica Sanford",Folklore,Hachette Book Group USA,2022,"('Terica Sanford', ""Ursula O'Connell"")","Terica Sanford, Ursula O'Connell"
19447,A Handful of Dust,"The Hon. Mac Thiel, Sonia Hauck",Historical fiction,Leaf Books,2024,"('Sonia Hauck', 'The Hon. Mac Thiel')","Sonia Hauck, The Hon. Mac Thiel"
19083,Pokémon Y,"Agustin Stanton III, Keneth Crist",Mythopoeia,ECW Press,1983,"('Agustin Stanton III', 'Keneth Crist')","Agustin Stanton III, Keneth Crist"
19116,Super Meat Boy,"Stacy Quitzon, Ocie Barton, Matthew Stark",Legend,Bantam Spectra,1835,"('Matthew Stark', 'Ocie Barton', 'Stacy Quitzon')","Matthew Stark, Ocie Barton, Stacy Quitzon"
19295,The Shawshank Redemption,Collette Zieme Esq.,Fantasy,FabJob,1981,"('Collette Zieme Esq.',)",Collette Zieme Esq.
18973,"HIStory: Past, Present and Future, Book I","Crysta Armstrong, Salvador D'Amore",Speech,University of Nebraska Press,1991,"('Crysta Armstrong', ""Salvador D'Amore"")","Crysta Armstrong, Salvador D'Amore"
18974,Animal Crossing,Elfrieda Grant,Narrative nonfiction,Allen Ltd,1948,"('Elfrieda Grant',)",Elfrieda Grant
19201,The Green Bay Tree,"Mui Upton DC, Audrea Reynolds",Reference book,Darakwon Press,2013,"('Audrea Reynolds', 'Mui Upton DC')","Audrea Reynolds, Mui Upton DC"
19189,The Stars' Tennis Balls,Efren Bayer V,Science fiction,Victor Gollancz Ltd,1987,"('Efren Bayer V',)",Efren Bayer V
19214,F.E.A.R.,Sadye Romaguera,Textbook,Nauka,1994,"('Sadye Romaguera',)",Sadye Romaguera
18870,The Terminator,Bert Daugherty,Historical fiction,Tachyon Publications,2012,"('Bert Daugherty',)",Bert Daugherty
19565,Groundhog Day,Nadene Gorczany,Historical fiction,Addison-Wesley,1990,"('Nadene Gorczany',)",Nadene Gorczany
19453,The Thing,"Rocio Cremin, Lawerence Collins",Mystery,Firebrand Books,2026,"('Lawerence Collins', 'Rocio Cremin')","Lawerence Collins, Rocio Cremin"
18906,Fame Is the Spur,Joline Nitzsche CPA,Narrative nonfiction,Blackie and Son Limited,1979,"('Joline Nitzsche CPA',)",Joline Nitzsche CPA
18859,Pokémon Omega Ruby,"Deanne Cummerata, Aldo White",Metafiction,Emerald Group Publishing,2009,"('Aldo White', 'Deanne Cummerata')","Aldo White, Deanne Cummerata"
19403,Of Human Bondage,Cassi Herman,Folklore,Parragon,1978,"('Cassi Herman',)",Cassi Herman
19311,To Sail Beyond the Sunset,Sen. Justin Haley,Historical fiction,Martinus Nijhoff Publishers,1992,"('Sen. Justin Haley',)",Sen. Justin Haley
19502,Puyo Puyo Tetris,"Msgr. Frances Fritsch, Broderick Lebsack, Rudy Wisozk, Elijah Bernhard",Fantasy,Jaico Publishing House,1991,"('Broderick Lebsack', 'Elijah Bernhard', 'Msgr. Frances Fritsch', 'Rudy Wisozk')","Broderick Lebsack, Elijah Bernhard, Msgr. Frances Fritsch, Rudy Wisozk"
19466,Banjo-Kazooie: Grunty's Revenge,Thurman Bruen,Realistic fiction,Etruscan Press,1985,"('Thurman Bruen',)",Thurman Bruen
19324,Dota 2,Sonia Hauck,Humor,Daedalus Publishing,2007,"('Sonia Hauck',)",Sonia Hauck
19458,Highway Blossoms,Antoine Mosciski,Fanfiction,Harvard University Press,1869,"('Antoine Mosciski',)",Antoine Mosciski
19022,A Time to Kill,"Bette Berge Jr., Elliot Gerhold, Pres. Thanh Harber",Humor,Dedalus Books,1991,"('Bette Berge Jr.', 'Elliot Gerhold', 'Pres. Thanh Harber')","Bette Berge Jr., Elliot Gerhold, Pres. Thanh Harber"
19590,Pokémon Sun,Pres. Mathilda Lebsack,Fairy tale,NavPress,1982,"('Pres. Mathilda Lebsack',)",Pres. Mathilda Lebsack
19002,Taxi Driver,Birgit Ryan Sr.,Comic/Graphic Novel,University of California Press,2000,"('Birgit Ryan Sr.',)",Birgit Ryan Sr.
19032,Whitney Houston,"Maynard Bartoletti Ret., Erick Dooley I, Morton Medhurst",Fantasy,Leafwood Publishers,2025,"('Erick Dooley I', 'Maynard Bartoletti Ret.', 'Morton Medhurst')","Erick Dooley I, Maynard Bartoletti Ret., Morton Medhurst"
19373,In the Name of the Father,Evelyne Predovic,Science fiction,Imperial War Museum,1986,"('Evelyne Predovic',)",Evelyne Predovic
19499,Bastion,Msgr. Doyle Koch,Historical fiction,Unfinished Monument Press,2026,"('Msgr. Doyle Koch',)",Msgr. Doyle Koch
19127,The Grand Budapest Hotel,Zackary Kassulke,Mythology,Academic Press,1996,"('Zackary Kassulke',)",Zackary Kassulke
19012,Team Fortress 2,Bruna Skiles,Fiction narrative,Holland Park Press,1976,"('Bruna Skiles',)",Bruna Skiles
18854,Brandy of the Damned,"Annalee Johnson, Verlie Gislason, Quinn Bechtelar",Folklore,Oberon Books,1996,"('Annalee Johnson', 'Quinn Bechtelar', 'Verlie Gislason')","Annalee Johnson, Quinn Bechtelar, Verlie Gislason"
19340,Dog Day Afternoon,Tod Kris,Classic,Random House,1981,"('Tod Kris',)",Tod Kris
18976,Cinema Paradiso,Pres. Doug Donnelly,Fable,Oberon Books,0,"('Pres. Doug Donnelly',)",Pres. Doug Donnelly
18905,Mr. Smith Goes to Washington,Rickey Green,Fiction narrative,Reed Elsevier,1983,"('Rickey Green',)",Rickey Green
19130,Pokémon Black,Bert Daugherty,Mythopoeia,Hackett Publishing Company,1991,"('Bert Daugherty',)",Bert Daugherty
19137,Star Wars: Episode V - The Empire Strikes Back,"Tyson Treutel, Numbers Howell DDS",Reference book,George Routledge & Sons,1993,"('Numbers Howell DDS', 'Tyson Treutel')","Numbers Howell DDS, Tyson Treutel"
19084,Blue Remembered Earth,Kimber Wolff,Metafiction,Etruscan Press,2005,"('Kimber Wolff',)",Kimber Wolff
19342,Have His Carcase,Yuri O'Reilly,Fairy tale,Breslov Research Institute,1983,"(""Yuri O'Reilly"",)",Yuri O'Reilly
19250,Raging Bull,Lyda Terry,Horror,Newnes,2025,"('Lyda Terry',)",Lyda Terry
19347,Command & Conquer 3: Tiberium Wars,Delma Crooks,Essay,BBC Books,1989,"('Delma Crooks',)",Delma Crooks
18948,Dwarf Fortress,"Amb. Deon Herman, Gerda Torphy, Vincenza Jerde",Narrative nonfiction,Cisco Press,2010,"('Amb. Deon Herman', 'Gerda Torphy', 'Vincenza Jerde')","Amb. Deon Herman, Gerda Torphy, Vincenza Jerde"
19285,Grave of the Fireflies,"Delmy Blanda, Arden Crooks, Huey Grady",Humor,Lion Hudson,1988,"('Arden Crooks', 'Delmy Blanda', 'Huey Grady')","Arden Crooks, Delmy Blanda, Huey Grady"
18850,Toy Story 3,Joan Quigley,Fable,Verso Books,2021,"('Joan Quigley',)",Joan Quigley
19318,Just Cause 2,"Milton Graham, Son Mueller",Historical fiction,Shire Books,0,"('Milton Graham', 'Son Mueller')","Milton Graham, Son Mueller"
19396,The Man Within,Shane Homenick Sr.,Short story,St. Martin's Press,2022,"('Shane Homenick Sr.',)",Shane Homenick Sr.
19216,Civilization III,Audra Wehner Jr.,Mystery,Verso Books,1976,"('Audra Wehner Jr.',)",Audra Wehner Jr.
18962,Inside Out,Rickey Green,Folklore,Manor House Publishing,2025,"('Rickey Green',)",Rickey Green
18903,Citizen Kane,Karin Gerlach,Realistic fiction,Left Book Club,2017,"('Karin Gerlach',)",Karin Gerlach
19222,Sunrise: A Song of Two Humans,"Garfield Blick, Olin Windler, Denisha Cassin",Suspense/Thriller,Cloverdale Corporation,1977,"('Denisha Cassin', 'Garfield Blick', 'Olin Windler')","Denisha Cassin, Garfield Blick, Olin Windler"
19086,Alien,Lean Daugherty,Humor,Marshall Pickering,1984,"('Lean Daugherty',)",Lean Daugherty
19206,Doom,Pres. Sean Raynor,Short story,Darakwon Press,1993,"('Pres. Sean Raynor',)",Pres. Sean Raynor
19310,True Blue,"Thanh Prohaska, Fr. Kacy Reilly",Narrative nonfiction,Blue Ribbon Books,1982,"('Fr. Kacy Reilly', 'Thanh Prohaska')","Fr. Kacy Reilly, Thanh Prohaska"
19332,The Wealth of Nations,Doretta Schuppe,Historical fiction,Taunton Press,2025,"('Doretta Schuppe',)",Doretta Schuppe
18883,Crysis,Alfonzo Hilpert,Textbook,Hodder & Stoughton,1987,"('Alfonzo Hilpert',)",Alfonzo Hilpert
19354,The Lord of the Rings: The Return of the King,Donn Jaskolski,Fable,Mandrake Press,2000,"('Donn Jaskolski',)",Donn Jaskolski
19139,Spirited Away,"Andra Reilly, Tabetha Fisher",Classic,Nauka,1998,"('Andra Reilly', 'Tabetha Fisher')","Andra Reilly, Tabetha Fisher"
18944,Counter-Strike: Source,Arlinda Huel,Humor,Voyager Books,1984,"('Arlinda Huel',)",Arlinda Huel
19077,Rush,"Lynn Leffler, Brady Mante",Fiction narrative,Pathfinder Press,1987,"('Brady Mante', 'Lynn Leffler')","Brady Mante, Lynn Leffler"
19134,Indiana Jones and the Last Crusade,"The Hon. Mac Thiel, Sonia Hauck",Fiction in verse,Vintage Books at Random House,2021,"('Sonia Hauck', 'The Hon. Mac Thiel')","Sonia Hauck, The Hon. Mac Thiel"
18868,Bayonetta 2,"Thanh Prohaska, Fr. Kacy Reilly",Classic,University of Chicago Press,1981,"('Fr. Kacy Reilly', 'Thanh Prohaska')","Fr. Kacy Reilly, Thanh Prohaska"
18891,Grease: The Original Soundtrack from the Motion Picture,Del Kautzer,Fantasy,ECW Press,1983,"('Del Kautzer',)",Del Kautzer
19144,Born in the U.S.A.,"Kellie Kirlin, Derek Doyle",Textbook,Unfinished Monument Press,1925,"('Derek Doyle', 'Kellie Kirlin')","Derek Doyle, Kellie Kirlin"
18945,Pokémon Ultra Sun,Patricia Lueilwitz,Essay,Harvest House,1983,"('Patricia Lueilwitz',)",Patricia Lueilwitz
18933,The Treasure of the Sierra Madre,"Son Mueller, Milton Graham",Metafiction,New Directions Publishing,1977,"('Milton Graham', 'Son Mueller')","Milton Graham, Son Mueller"
19572,Postern of Fate,Chante Stamm,Fiction in verse,Zed Books,,"('Chante Stamm',)",Chante Stamm
19392,The Daffodil Sky,"Randal Ortiz, Brandon Kling",Humor,Mandrake of Oxford,2012,"('Brandon Kling', 'Randal Ortiz')","Brandon Kling, Randal Ortiz"
19441,Ring of Bright Water,Felix Rice IV,Short story,Simon & Schuster,1973,"('Felix Rice IV',)",Felix Rice IV
19155,An Acceptable Time,"Buddy Ward, Benedict Stark, Thu Lesch",Fable,Book Works,1984,"('Benedict Stark', 'Buddy Ward', 'Thu Lesch')","Benedict Stark, Buddy Ward, Thu Lesch"
19345,Pokémon Blue,Arlinda Huel,Tall tale,Newnes,1824,"('Arlinda Huel',)",Arlinda Huel
19233,Halo: Reach,"Sondra O'Reilly, Jeffrey Cassin",Fable,Bloodaxe Books,2026,"('Jeffrey Cassin', ""Sondra O'Reilly"")","Jeffrey Cassin, Sondra O'Reilly"
18856,Call of Duty: Black Ops III,Chantelle McLaughlin,Fable,Taunton Press,2002,"('Chantelle McLaughlin',)",Chantelle McLaughlin
18963,Look to Windward,Dominic Jones,Essay,E. P. Dutton,2015,"('Dominic Jones',)",Dominic Jones
19486,Ricochet,"Solange Marks, Donn Jaskolski",Speech,Anvil Press Poetry,2002,"('Donn Jaskolski', 'Solange Marks')","Donn Jaskolski, Solange Marks"
19162,Day of Defeat,Jeffrey Cassin,Humor,Banner of Truth Trust,2016,"('Jeffrey Cassin',)",Jeffrey Cassin
19484,Some Buried Caesar,Odessa Hartmann,Fable,Holt McDougal,1983,"('Odessa Hartmann',)",Odessa Hartmann
19288,Nectar in a Sieve,"Salvador D'Amore, Crysta Armstrong",Fiction narrative,George Routledge & Sons,1982,"('Crysta Armstrong', ""Salvador D'Amore"")","Crysta Armstrong, Salvador D'Amore"
19386,The Curious Incident of the Dog in the Night-Time,Mrs. Serafina Mohr,Suspense/Thriller,O'Reilly Media,1981,"('Mrs. Serafina Mohr',)",Mrs. Serafina Mohr
19362,Music Box,Mrs. Serafina Mohr,Western,Mandrake Press,2016,"('Mrs. Serafina Mohr',)",Mrs. Serafina Mohr
18943,Whitney Houston,"Maynard Bartoletti Ret., Erick Dooley I, Morton Medhurst",Fantasy,Hodder Headline,2022,"('Erick Dooley I', 'Maynard Bartoletti Ret.', 'Morton Medhurst')","Erick Dooley I, Maynard Bartoletti Ret., Morton Medhurst"
19027,Casablanca,Delbert Emmerich II,Narrative nonfiction,Flame Tree Publishing,2025,"('Delbert Emmerich II',)",Delbert Emmerich II
19015,Pokémon Blue,Arlinda Huel,Tall tale,Blackie and Son Limited,1843,"('Arlinda Huel',)",Arlinda Huel
19364,The Wives of Bath,Sen. Jerrell Mills,Textbook,Nauka,2012,"('Sen. Jerrell Mills',)",Sen. Jerrell Mills
19568,The Legend of Zelda: Twilight Princess,Msgr. Roosevelt Daugherty,Horror,Blue Ribbon Books,2020,"('Msgr. Roosevelt Daugherty',)",Msgr. Roosevelt Daugherty
19512,God of War,Doyle Hahn II,Fiction narrative,O'Reilly Media,1853,"('Doyle Hahn II',)",Doyle Hahn II
